,pointid,elec,LV_km
0,1.0,0,1.0636469886709718
1,2.0,0,0.6300536333117892
2,3.0,0,1.106600929871377
3,4.0,0,0.7793235937083278
4,5.0,0,0.9469692201233152
5,6.0,0,6.405405769337369
6,8.0,0,2.004734194188145
7,9.0,0,2.6183307568520107
8,10.0,0,2.4401331627877805
9,11.0,0,3.592185143147872
10,12.0,0,2.612663218398945
11,13.0,0,2.664463619075938
12,14.0,0,1.7324596670637127
13,15.0,0,1.1237551991775792
14,16.0,0,0.7232617758862728
15,17.0,0,2.200126184401915
16,18.0,0,3.88532091629842
17,19.0,0,2.2090931667036813
18,20.0,0,2.5149868704862857
19,21.0,0,1.9177220108948951
20,22.0,0,3.2666634077777412
21,23.0,0,3.3099017681748713
22,24.0,0,3.057793757523136
23,25.0,0,1.732459667063713
24,26.0,0,1.1449350852114777
25,27.0,0,0.7974508221314188
26,28.0,0,0.8007393259611518
27,29.0,0,5.905093851978677
28,30.0,0,1.9599456378695093
29,31.0,0,1.6548079145747796
30,32.0,0,1.9433773710233537
31,33.0,0,1.2673882169833335
32,34.0,0,1.5466253976097804
33,35.0,0,5.074367085219314
34,36.0,0,4.464046981526727
35,37.0,0,2.4019084059694134
36,38.0,0,2.237453054511918
37,39.0,0,3.615404538310412
38,40.0,0,3.060375387011388
39,41.0,0,3.177503437249396
40,42.0,0,2.9872483914323933
41,43.0,0,4.724250222446352
42,44.0,0,3.5627031593895477
43,45.0,0,2.0555975868823757
44,46.0,0,3.721256811935394
45,47.0,0,1.933123405769962
46,48.0,0,1.2129486022727836
47,49.0,0,1.7469939543469035
48,50.0,0,4.576316098784842
49,51.0,0,5.193961463283934
50,52.0,0,4.336517027173546
51,53.0,0,2.0300381266438436
52,54.0,0,1.0893194531854433
53,55.0,0,1.2346358393499464
54,56.0,0,3.6922299845698587
55,57.0,0,2.3094634841625297
56,58.0,0,2.137368720831185
57,59.0,0,2.1858224775678896
58,60.0,0,2.882899675804795
59,61.0,0,5.2698272159305874
60,62.0,0,3.743198919001159
61,63.0,0,3.468099751487093
62,64.0,0,4.580138017573879
63,65.0,0,2.1454037257365615
64,66.0,0,4.567048415059695
65,67.0,0,0.44368841682644905
66,68.0,0,0.5534568248343479
67,69.0,0,1.8958273101563803
68,70.0,0,3.8651615714422007
69,71.0,0,2.7963923721315744
70,72.0,0,4.410889915993715
71,73.0,0,2.5233436701957053
72,74.0,0,1.7250812276518002
73,75.0,0,2.8804029131126656
74,76.0,0,2.4541018396552805
75,77.0,0,3.7725363511188457
76,78.0,0,3.85218598980894
77,79.0,0,4.961828189547424
78,80.0,0,3.998357137005038
79,81.0,0,2.5898587836972555
80,82.0,0,0.9058131358176118
81,83.0,0,1.287892201697925
82,84.0,0,2.4360676340264056
83,85.0,0,1.8530882225388112
84,86.0,0,4.327338630864628
85,87.0,0,3.3011035637255133
86,88.0,0,2.4845278495914433
87,89.0,0,3.126440406252734
88,90.0,0,3.123333978193862
89,91.0,0,6.9878319645492795
90,92.0,0,3.1510662146695765
91,93.0,0,2.902202257999529
92,94.0,0,2.9323280760105446
93,95.0,0,5.597852250265471
94,96.0,0,11.01004155091725
95,97.0,0,2.7794829333299553
96,98.0,0,1.5760891684607896
97,99.0,0,4.275260547762692
98,100.0,0,4.5945672343806345
99,101.0,0,3.6957336133945473
100,103.0,0,2.4132247908288686
101,104.0,0,2.368209922527971
102,105.0,0,3.977951568021621
103,106.0,0,2.6757469148250865
104,107.0,0,2.1248091520388734
105,108.0,0,3.227208154535827
106,109.0,0,2.154039239885097
107,110.0,0,2.9891748721397904
108,111.0,0,5.900542388849433
109,112.0,0,4.314227873685149
110,113.0,0,1.7997959642330512
111,114.0,0,2.63301260884614
112,115.0,0,2.540337468412215
113,116.0,0,5.400927236869809
114,117.0,0,4.194882210451219
115,118.0,0,3.367593883882845
116,119.0,0,1.6989600721234799
117,120.0,0,3.195479027438215
118,121.0,0,2.2790454474942745
119,122.0,0,3.210682126007599
120,123.0,0,1.4568815547375684
121,124.0,0,1.7556464515355588
122,125.0,0,3.5859932558905268
123,126.0,0,2.2110193709674935
124,127.0,0,2.505576830232537
125,128.0,0,5.110908655191327
126,129.0,0,8.159240827339602
127,130.0,0,5.088411089064875
128,131.0,0,2.624398916602302
129,132.0,0,2.173465609150094
130,133.0,0,2.4141767242796313
131,134.0,0,3.603698089446143
132,135.0,0,2.036605827361902
133,136.0,0,2.3921108707490997
134,137.0,0,1.9944605637920023
135,138.0,0,4.083082603967832
136,139.0,0,2.3853499991738336
137,140.0,0,3.160397884519352
138,141.0,0,3.2119477547843043
139,142.0,0,3.047323631536382
140,143.0,0,3.29685425426138
141,144.0,0,3.2910573494427378
142,145.0,0,2.6199722046665572
143,146.0,0,5.258181456267063
144,147.0,0,2.7392787755049026
145,148.0,0,2.554679515878471
146,149.0,0,1.9751407425900547
147,150.0,0,2.8576187705840734
148,151.0,0,2.0791602400623743
149,152.0,0,2.4020221011553105
150,153.0,0,4.191702422944287
151,154.0,0,3.5853068510320028
152,155.0,0,3.2314913387691537
153,156.0,0,3.3229704306741055
154,157.0,0,2.300990438477605
155,158.0,0,3.6870967188797192
156,159.0,0,2.3110809793190117
157,160.0,0,5.216477313714527
158,161.0,0,5.162135968637079
159,162.0,0,3.464673575699803
160,163.0,0,2.149484844877941
161,164.0,0,2.6522172617896644
162,165.0,0,2.6018084281361378
163,166.0,0,2.503603207479154
164,167.0,0,2.5603946208582142
165,168.0,0,1.4780695883320936
166,169.0,0,1.9416810514696243
167,170.0,0,2.2898353396672704
168,171.0,0,4.0722512037981815
169,172.0,0,1.7043476402589353
170,173.0,0,4.000198126892933
171,174.0,0,2.5286052005135797
172,175.0,0,3.5251560080773245
173,176.0,0,3.017812026849182
174,177.0,0,4.948855147586497
175,178.0,0,6.163744184721495
176,179.0,0,6.318806813591221
177,180.0,0,4.444793291884448
178,181.0,0,2.6420344019860837
179,182.0,0,2.0399183507616927
180,183.0,0,2.655935526146759
181,184.0,0,2.037688836528858
182,185.0,0,2.1518091793938465
183,186.0,0,2.295208630103054
184,187.0,0,2.426211723365028
185,188.0,0,3.484481670412462
186,189.0,0,4.802766085223668
187,190.0,0,3.24734398712165
188,191.0,0,3.3576628211076542
189,192.0,0,2.7113065188089838
190,193.0,0,3.804372680778338
191,194.0,0,2.450261546850486
192,195.0,0,2.984960670971123
193,196.0,0,3.8665133695299776
194,197.0,0,4.96372378659037
195,198.0,0,5.925574582376161
196,199.0,0,6.663347568636422
197,200.0,0,4.486200555624987
198,201.0,0,3.727694436020321
199,202.0,0,2.2544553707686545
200,203.0,0,2.6426128622950196
201,204.0,0,2.4642165745663522
202,205.0,0,1.569140258494237
203,206.0,0,2.236185995749995
204,207.0,0,3.071154871402803
205,208.0,0,4.615433602351752
206,209.0,0,2.6622763269112797
207,210.0,0,3.271246790267903
208,211.0,0,2.149845796260788
209,212.0,0,2.0102925240936056
210,213.0,0,2.328688904867274
211,214.0,0,3.8967221194690476
212,215.0,0,6.549386032764429
213,216.0,0,5.447202457491105
214,217.0,0,4.025720760153173
215,218.0,0,4.775449822590052
216,219.0,0,4.647770710667816
217,220.0,0,3.689930000076611
218,221.0,0,4.431259205319848
219,222.0,0,3.6236747773885574
220,223.0,0,3.746608553594253
221,224.0,0,2.9682577985261496
222,225.0,0,2.788622240056503
223,226.0,0,3.76809533251181
224,227.0,0,4.196026502280123
225,228.0,0,2.553970875206803
226,229.0,0,1.6621817172895752
227,230.0,0,1.666900058847818
228,231.0,0,1.989659676010309
229,232.0,0,2.460430177097021
230,233.0,0,2.657927630600994
231,234.0,0,2.4419848478640778
232,235.0,0,5.984662770406974
233,236.0,0,3.258414835298269
234,237.0,0,3.804908614588978
235,238.0,0,4.499017852755173
236,239.0,0,5.884370062688572
237,240.0,0,5.657323160162865
238,241.0,0,4.152872947953101
239,242.0,0,3.388905962489603
240,243.0,0,3.0983640378978765
241,244.0,0,3.4670729524888917
242,245.0,0,4.585157865177413
243,246.0,0,5.167854815481952
244,247.0,0,3.6588713146973197
245,248.0,0,2.1649515983041816
246,249.0,0,1.803129025020753
247,250.0,0,1.3053126231975591
248,251.0,0,1.0834370221709373
249,252.0,0,1.0696857496799976
250,253.0,0,2.8140114315160694
251,254.0,0,1.8933322056675697
252,255.0,0,3.273153665014112
253,256.0,0,2.8204104993039003
254,257.0,0,3.9249688893648855
255,258.0,0,4.774493451320083
256,259.0,0,4.970538072247684
257,260.0,0,4.760736465659771
258,261.0,0,4.065372850012185
259,262.0,0,2.616595525502164
260,263.0,0,2.732991420099633
261,264.0,0,2.7835043909888757
262,265.0,0,5.2758116895830165
263,266.0,0,3.831884719822026
264,267.0,0,2.623378917694127
265,268.0,0,2.263246978183902
266,269.0,0,1.8967543166581133
267,270.0,0,1.4036235725884514
268,271.0,0,2.5183992164834033
269,272.0,0,2.137633996577685
270,273.0,0,2.506806562581909
271,274.0,0,2.590795175354156
272,275.0,0,3.3251033850479406
273,276.0,0,1.3153532902157687
274,277.0,0,2.856403430941044
275,278.0,0,1.835255727997555
276,279.0,0,1.2538885324010292
277,280.0,0,1.6357510544695022
278,281.0,0,1.6469947241119567
279,282.0,0,1.86305863652517
280,283.0,0,4.030740468585735
281,284.0,0,3.379152857645126
282,285.0,0,2.6759318001911008
283,286.0,0,3.0461874867141803
284,287.0,0,1.7159737998415998
285,288.0,0,1.3559534838316247
286,289.0,0,1.06975793532046
287,290.0,0,1.399696809812049
288,291.0,0,2.7242782684828457
289,292.0,0,2.655272444702638
290,293.0,0,4.489741256818931
291,294.0,0,4.853538341318935
292,295.0,0,0.889858178140237
293,296.0,0,1.2653015888723318
294,297.0,0,1.8400952368121093
295,298.0,0,1.9921908734556528
296,299.0,0,1.7808617082553477
297,300.0,0,1.5551174376492933
298,301.0,0,2.129120594817794
299,302.0,0,3.339319288084038
300,303.0,0,3.269764513863674
301,304.0,0,2.571001633133855
302,305.0,0,1.9876214520991797
303,306.0,0,1.1333352594149746
304,307.0,0,2.24924266854857
305,308.0,0,1.8406649676512206
306,309.0,0,3.1350631035332017
307,310.0,0,4.541630776942762
308,311.0,0,6.290477695793164
309,312.0,0,6.275100602688591
310,313.0,0,0.5206173677391384
311,314.0,0,0.5310095799719926
312,315.0,0,1.749625604725789
313,316.0,0,1.862198091098036
314,317.0,0,1.5613990923778631
315,318.0,0,1.638993309639936
316,319.0,0,2.2051949518448564
317,320.0,0,3.023198589407039
318,321.0,0,1.9502110754138973
319,322.0,0,2.0296373860871295
320,323.0,0,1.1799915835853705
321,324.0,0,1.4112888367094338
322,325.0,0,1.0885968675091364
323,326.0,0,0.5934632294872915
324,327.0,0,4.0723792150019165
325,328.0,0,6.115662832607279
326,329.0,0,2.1470987407082562
327,330.0,0,1.067164853971129
328,331.0,0,1.6902617793678398
329,332.0,0,1.6200923546520956
330,333.0,0,1.6382451263259457
331,334.0,0,1.4777269615682427
332,335.0,0,2.3799836179197924
333,336.0,0,1.79679998231607
334,338.0,0,0.9376854688934249
335,339.0,0,0.5647892507004509
336,340.0,0,0.7181692642160518
337,341.0,0,3.7408097013284203
338,342.0,0,2.5716597650117983
339,343.0,0,2.451618310726508
340,344.0,0,2.277402520740684
341,345.0,0,2.2353275254131226
342,346.0,0,2.7667354492474985
343,347.0,0,1.8726773387161924
344,349.0,0,0.6732171974103696
345,350.0,0,0.6217691633117834
346,351.0,0,0.903011492893723
347,352.0,0,1.7753913521007973
348,353.0,0,2.41434255486436
349,354.0,0,0.7442999969412746
350,355.0,0,0.8805938275584789
351,356.0,0,0.4476084634870219
352,357.0,0,1.6789753777864644
353,358.0,0,2.3017185148594086
354,359.0,0,2.636918449283124
355,360.0,0,2.4813093743374384
356,361.0,0,1.9982721738008586
357,362.0,0,2.1513151850433894
358,363.0,0,0.5063898718365996
359,364.0,0,1.9550805939027556
360,365.0,0,3.167061913576078
361,366.0,0,1.0706210578058069
362,367.0,0,1.2367687980636957
363,368.0,0,1.9225342745443053
364,369.0,0,1.5711388756441356
365,370.0,0,2.720065758977886
366,371.0,0,3.7748020013226378
367,372.0,0,1.3116161852946813
368,373.0,0,2.0463059045037832
369,374.0,0,3.1905733210770686
370,375.0,0,2.356409872377806
371,376.0,0,3.4039973519349536
372,377.0,0,1.2200528067326715
373,378.0,0,0.49407997316261126
